[Header],,,,,,,
Investigator Name,doris,,,,,,
Project Name,BNS15016,,,,,,
Experiment Name,,,,,,,
Date,05.11.2015,,,,,,
,,,,,,,
**NOTE**,,,,,,,
The following columns are required:  Sample_ID , SentrixBarcode_A, SentrixPosition_A  (and _B, _C etc.. if you have multiple manifests),,,,
ASSYST242,3999858033,R07C01,B04,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST243,3999858033,R09C01,B05,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST244,3999858033,R11C01,B06,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST245,3999858033,R02C01,B07,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST250,3999858033,R04C01,B08,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST251,3999858033,R06C01,B09,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST252,3999858033,R08C01,B10,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST253,3999858033,R10C01,B11,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST254,3999858033,R12C01,B12,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST256,3999858031,R01C02,C01,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST257,3999858031,R03C02,C02,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST258,3999858031,R05C02,C03,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
H111-01,3999858031,R07C02,C04,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,H111-02
ASSYST259,3999858031,R09C02,C05,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST260,3999858031,R11C02,C06,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST261,3999858031,R02C02,C07,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST262,3999858031,R04C02,C08,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST263,3999858031,R06C02,C09,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST264,3999858031,R08C02,C10,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST265,3999858031,R10C02,C11,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST267,3999858031,R12C02,C12,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST268,3999858031,R01C01,D01,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST269,3999858031,R03C01,D02,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST270,3999858031,R05C01,D03,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST271,3999858031,R07C01,D04,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST272,3999858031,R09C01,D05,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST273,3999858031,R11C01,D06,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST274,3999858031,R02C01,D07,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST275,3999858031,R04C01,D08,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST276,3999858031,R06C01,D09,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST277,3999858031,R08C01,D10,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST278,3999858031,R10C01,D11,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST279,3999858031,R12C01,D12,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST281,3999858026,R01C02,E01,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST282,3999858026,R03C02,E02,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST283,3999858026,R05C02,E03,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST284,3999858026,R07C02,E04,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST285,3999858026,R09C02,E05,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST286,3999858026,R11C02,E06,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST287,3999858026,R02C02,E07,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST288,3999858026,R04C02,E08,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST289,3999858026,R06C02,E09,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST290,3999858026,R08C02,E10,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST291,3999858026,R10C02,E11,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST292,3999858026,R12C02,E12,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST299,3999858026,R01C01,F01,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST300,3999858026,R03C01,F02,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST301,3999858026,R05C01,F03,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST302,3999858026,R07C01,F04,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST305,3999858026,R09C01,F05,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST306,3999858026,R11C01,F06,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST307,3999858026,R02C01,F07,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
H111-dup,3999858026,R04C01,F08,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,H111-03
ASSYST308,3999858026,R06C01,F09,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST309,3999858026,R08C01,F10,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST311,3999858026,R10C01,F11,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST312,3999858026,R12C01,F12,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST313,3999858025,R01C02,G01,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST314,3999858025,R03C02,G02,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST315,3999858025,R05C02,G03,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST316,3999858025,R07C02,G04,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST317,3999858025,R09C02,G05,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST318,3999858025,R11C02,G06,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST319,3999858025,R02C02,G07,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST320,3999858025,R04C02,G08,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST321,3999858025,R06C02,G09,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST322,3999858025,R08C02,G10,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST323,3999858025,R10C02,G11,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST324,3999858025,R12C02,G12,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST325,3999858025,R01C01,H01,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST326,3999858025,R03C01,H02,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST327,3999858025,R05C01,H03,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST328,3999858025,R07C01,H04,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST329,3999858025,R09C01,H05,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST330,3999858025,R11C01,H06,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
6773-01,3999858025,R02C01,H07,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,6773-02
ASSYST331,3999858025,R04C01,H08,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST332,3999858025,R06C01,H09,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST333,3999858025,R08C01,H10,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST334,3999858025,R10C01,H11,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST335,3999858025,R12C01,H12,BNS15016,Platte 01,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST336,3999858063,R01C02,A01,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST338,3999858063,R03C02,A02,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST339,3999858063,R05C02,A03,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST340,3999858063,R07C02,A04,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
H2O-02,3999858063,R09C02,A05,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,H2O-03
ASSYST341,3999858063,R11C02,A06,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST342,3999858063,R02C02,A07,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST344,3999858063,R04C02,A08,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST345,3999858063,R06C02,A09,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST346,3999858063,R08C02,A10,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST347,3999858063,R10C02,A11,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST348,3999858063,R12C02,A12,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST349,3999858063,R01C01,B01,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST350,3999858063,R03C01,B02,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST351,3999858063,R05C01,B03,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST352,3999858063,R07C01,B04,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST353,3999858063,R09C01,B05,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST354,3999858063,R11C01,B06,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST355,3999858063,R02C01,B07,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST357,3999858063,R04C01,B08,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST358,3999858063,R06C01,B09,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST359,3999858063,R08C01,B10,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST360,3999858063,R10C01,B11,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST361,3999858063,R12C01,B12,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST362,3999858061,R01C02,C01,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST363,3999858061,R03C02,C02,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST364,3999858061,R05C02,C03,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
6773-02,3999858061,R07C02,C04,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,6773-dup
ASSYST365,3999858061,R09C02,C05,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST366,3999858061,R11C02,C06,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST367,3999858061,R02C02,C07,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST368,3999858061,R04C02,C08,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST369,3999858061,R06C02,C09,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST370,3999858061,R08C02,C10,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST371,3999858061,R10C02,C11,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST372,3999858061,R12C02,C12,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST373,3999858061,R01C01,D01,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST374,3999858061,R03C01,D02,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST376,3999858061,R05C01,D03,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST377,3999858061,R07C01,D04,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST378,3999858061,R09C01,D05,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST379,3999858061,R11C01,D06,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST380,3999858061,R02C01,D07,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST381,3999858061,R04C01,D08,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST382,3999858061,R06C01,D09,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST383,3999858061,R08C01,D10,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST384,3999858061,R10C01,D11,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST385,3999858061,R12C01,D12,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST386,3999858057,R01C02,E01,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST388,3999858057,R03C02,E02,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST389,3999858057,R05C02,E03,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST390,3999858057,R07C02,E04,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST391,3999858057,R09C02,E05,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST392,3999858057,R11C02,E06,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST393,3999858057,R02C02,E07,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST394,3999858057,R04C02,E08,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST395,3999858057,R06C02,E09,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST396,3999858057,R08C02,E10,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST397,3999858057,R10C02,E11,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST398,3999858057,R12C02,E12,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST399,3999858057,R01C01,F01,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ASSYST400,3999858057,R03C01,F02,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
R53,3999858057,R05C01,F03,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ExR53DH6,3999858057,R07C01,F04,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ExR53DH7,3999858057,R09C01,F05,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ExR53DH8,3999858057,R11C01,F06,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ExR53DH39,3999858057,R02C01,F07,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
6773-dup,3999858057,R04C01,F08,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,6773-01
ExR53DH42,3999858057,R06C01,F09,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ExR53DH53,3999858057,R08C01,F10,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ExR53DH84,3999858057,R10C01,F11,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ExR53DH100,3999858057,R12C01,F12,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ExR53DH109,3999858042,R01C02,G01,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ExR53DH117,3999858042,R03C02,G02,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ExR53DH127,3999858042,R05C02,G03,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ExR53DH128,3999858042,R07C02,G04,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ExR53DH131,3999858042,R09C02,G05,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ExR53DH153,3999858042,R11C02,G06,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ExR53DH156,3999858042,R02C02,G07,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ExR53DH171,3999858042,R04C02,G08,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ExR53DH174,3999858042,R06C02,G09,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ExR53DH178,3999858042,R08C02,G10,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ExR53DH181,3999858042,R10C02,G11,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ExR53DH182,3999858042,R12C02,G12,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ExR53DH185,3999858042,R01C01,H01,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ExR53DH187,3999858042,R03C01,H02,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ExR53DH192,3999858042,R05C01,H03,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ExR53DH194,3999858042,R07C01,H04,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ExR53DH196,3999858042,R09C01,H05,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ExR53DH209,3999858042,R11C01,H06,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
H111-02,3999858042,R02C01,H07,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,H111-01
ExR53DH210,3999858042,R04C01,H08,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ExR53DH263,3999858042,R06C01,H09,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ExR53DH266,3999858042,R08C01,H10,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ExR53DH273,3999858042,R10C01,H11,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ExR53DH289,3999858042,R12C01,H12,BNS15016,Platte 02,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ExR53DH314,3999858065,R01C02,A01,BNS15016,Platte 03,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ExR53DH373,3999858065,R03C02,A02,BNS15016,Platte 03,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ExR53DH276,3999858065,R05C02,A03,BNS15016,Platte 03,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
ExV8DH564,3999858065,R07C02,A04,BNS15016,Platte 03,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
H2O-03,3999858065,R09C02,A05,BNS15016,Platte 03,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,H2O-01
ExV8DH627,3999858065,R11C02,A06,BNS15016,Platte 03,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
1R53,3999858065,R02C02,A07,BNS15016,Platte 03,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
2R53,3999858065,R04C02,A08,BNS15016,Platte 03,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
3R53seqplus1L1,3999858065,R06C02,A09,BNS15016,Platte 03,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
3R53seqplus1L2,3999858065,R08C02,A10,BNS15016,Platte 03,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
3R53seqplus1L4,3999858065,R10C02,A11,BNS15016,Platte 03,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
3R53seqplus1L5,3999858065,R12C02,A12,BNS15016,Platte 03,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
3R53seqplus1L6,3999858065,R01C01,B01,BNS15016,Platte 03,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
3R53seqplus1L7,3999858065,R03C01,B02,BNS15016,Platte 03,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
3R53seqplus1L8,3999858065,R05C01,B03,BNS15016,Platte 03,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
3R53seqplus1L9,3999858065,R07C01,B04,BNS15016,Platte 03,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
3R53seqplus1L10,3999858065,R09C01,B05,BNS15016,Platte 03,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
3R53seqplus1L11,3999858065,R11C01,B06,BNS15016,Platte 03,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
3R53seqplus1L12,3999858065,R02C01,B07,BNS15016,Platte 03,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
3R53seqplus1L13,3999858065,R04C01,B08,BNS15016,Platte 03,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
3R53seqplus1L14,3999858065,R06C01,B09,BNS15016,Platte 03,Brassica60k_Cons_ParkinAAFC_11621646_A.bpm,
